Device_ID,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor
DEV_8145,Surgical,2020-02-10,947,7,998,0.85,1.082296021817858
DEV_5130,Therapeutic,2020-02-11,909,12,960,0.87,1.038929068574993
DEV_5799,Surgical,2020-02-12,926,4,977,0.86,1.039035499770702
DEV_57,Therapeutic,2020-02-13,841,27,901,0.97,1.01702161328254
DEV_2641,Monitoring,2020-02-13,865,26,927,0.94,1.007176149141356
DEV_5808,Therapeutic,2020-02-13,1024,21,1060,0.79,1.0507687282930884
DEV_6968,Diagnostic,2020-02-14,1006,9,1068,0.74,1.0492263196981715
DEV_3061,Therapeutic,2020-02-14,887,22,951,0.97,0.9893919879165315
DEV_8675,Monitoring,2020-02-14,900,13,967,0.9,1.023990475558376
DEV_2966,Monitoring,2020-02-17,892,14,938,0.82,1.003305257155291
DEV_9491,Monitoring,2020-02-17,902,7,932,0.94,0.9944128462143376
DEV_1649,Surgical,2020-02-19,889,8,913,0.83,0.9907644167387134
DEV_2558,Monitoring,2020-02-20,912,15,983,0.76,1.003740813700331
DEV_3335,Monitoring,2020-02-21,901,6,956,0.95,1.0798723830710304
DEV_7540,Diagnostic,2020-02-22,905,8,969,0.71,1.0139992385949161
DEV_7407,Diagnostic,2020-02-22,871,26,933,0.88,0.9991941048588567
DEV_2118,Therapeutic,2020-02-23,958,14,1003,0.83,1.0467562870381655
DEV_8301,Monitoring,2020-02-23,931,18,981,0.99,1.0655005178072594
DEV_4318,Diagnostic,2020-02-24,945,3,1009,0.95,1.0797182158588758
DEV_4045,Monitoring,2020-02-24,916,6,975,0.72,1.0024589603608733
DEV_9262,Diagnostic,2020-02-25,1015,16,1061,0.91,1.0252635426354875
DEV_9152,Diagnostic,2020-02-28,921,8,990,0.71,1.0685487880202533
DEV_2257,Monitoring,2020-02-28,893,25,940,0.92,1.0269118542522868
DEV_4941,Monitoring,2020-02-29,988,29,1007,0.73,1.074727047015393
DEV_2053,Diagnostic,2020-02-29,900,29,923,0.85,1.021610365764287
DEV_6652,Diagnostic,2020-03-02,974,10,1019,0.93,1.0598566534669593
DEV_1534,Surgical,2020-03-03,977,25,1013,0.99,1.0622433331230352
DEV_7099,Therapeutic,2020-03-04,923,6,981,0.76,1.0756437912797439
DEV_3798,Therapeutic,2020-03-04,1079,22,1102,0.92,1.082723568040836
DEV_6798,Surgical,2020-03-04,938,25,992,0.95,1.0904244343850769
DEV_6257,Therapeutic,2020-03-05,963,27,1012,0.99,1.031418563527074
DEV_6817,Monitoring,2020-03-07,957,14,978,0.9,1.0936227061660833
DEV_3471,Therapeutic,2020-03-08,915,20,942,0.93,1.0377507358803373
DEV_9880,Therapeutic,2020-03-08,933,27,995,0.77,1.05052792739909
DEV_4561,Surgical,2020-03-09,999,18,1050,0.74,1.046985953226942
DEV_3089,Therapeutic,2020-03-09,1042,9,1064,0.71,1.0768434779546174
DEV_3535,Therapeutic,2020-03-10,836,4,895,0.79,1.0129665591480324
DEV_6849,Monitoring,2020-03-11,958,5,1026,0.74,1.056135101078557
DEV_8994,Surgical,2020-03-11,980,5,1049,0.92,1.0099913732013286
DEV_2234,Monitoring,2020-03-12,900,27,924,0.89,1.0240224440423693
DEV_4584,Therapeutic,2020-03-13,925,13,949,0.83,1.0005713406770567
DEV_7117,Surgical,2020-03-15,1029,19,1073,0.93,1.0770738786879088
DEV_820,Surgical,2020-03-15,961,20,1009,0.74,1.0818372518804176
DEV_1989,Monitoring,2020-03-15,934,17,974,0.96,1.004887611162598
DEV_6348,Surgical,2020-03-16,986,7,1049,0.82,1.0710994311063082
DEV_995,Therapeutic,2020-03-19,1003,10,1055,1.0,1.0395760656874973
DEV_1716,Therapeutic,2020-03-20,1066,20,1091,0.86,1.0932954054353177
DEV_1020,Surgical,2020-03-21,972,15,1005,0.76,1.0690620155214667
DEV_5530,Surgical,2020-03-22,906,7,926,0.81,1.035747557782686
DEV_7537,Surgical,2020-03-24,905,19,959,0.72,1.0114385869828302
DEV_6247,Surgical,2020-03-25,937,12,961,0.81,1.0748248020246536
DEV_4630,Monitoring,2020-03-25,1001,11,1026,0.73,1.004196593086698
DEV_5448,Surgical,2020-03-26,1042,7,1096,0.99,1.0318116469112797
DEV_10,Diagnostic,2020-03-26,837,6,890,0.74,1.0163151783459352
DEV_4949,Surgical,2020-03-26,923,8,951,0.87,1.0114728911322506
DEV_3720,Diagnostic,2020-03-26,828,7,890,0.85,1.0145658253713203
DEV_4114,Therapeutic,2020-03-26,997,16,1060,0.73,1.0535623708780948
DEV_2186,Monitoring,2020-03-29,875,9,895,0.88,1.0029209995253248
DEV_1234,Surgical,2020-03-29,925,8,998,0.83,1.0781048152892112
DEV_4565,Therapeutic,2020-03-29,1038,5,1119,0.93,1.0890607272849833
DEV_662,Monitoring,2020-04-01,941,21,959,0.79,1.0521219824273589
DEV_3918,Therapeutic,2020-04-02,879,20,945,0.86,1.0393109411244843
DEV_1642,Surgical,2020-04-03,924,22,950,0.71,1.06443646566691
DEV_5555,Diagnostic,2020-04-04,977,3,1000,0.76,1.0468316447668613
DEV_4991,Surgical,2020-04-05,921,3,973,0.88,1.0736202237513106
DEV_5887,Surgical,2020-04-05,1032,13,1057,0.73,1.0766280907700991
DEV_6562,Surgical,2020-04-07,1008,27,1040,0.71,1.0189931169163575
DEV_8262,Therapeutic,2020-04-07,1004,14,1074,0.87,1.0326692669201638
DEV_5367,Surgical,2020-04-10,930,20,984,0.83,1.0872072513852935
DEV_6925,Therapeutic,2020-04-11,1071,7,1113,0.89,1.0653023848639196
DEV_2149,Diagnostic,2020-04-12,874,3,919,0.95,1.018117633077833
DEV_3417,Diagnostic,2020-04-12,973,14,1049,0.74,1.0300535505630526
DEV_1518,Monitoring,2020-04-14,944,21,997,0.9,1.0897567595383735
DEV_7168,Therapeutic,2020-04-14,972,25,1031,0.84,1.088426360625131
DEV_298,Monitoring,2020-04-15,1013,20,1059,0.75,1.0825934814812856
DEV_1821,Monitoring,2020-04-17,967,15,1016,0.82,1.0639743667923653
DEV_780,Monitoring,2020-04-18,868,19,917,0.81,1.0492046356354634
DEV_7208,Monitoring,2020-04-19,1029,29,1090,0.92,1.0278427139415425
DEV_4730,Monitoring,2020-04-19,891,18,911,0.91,1.0314446579483356
DEV_2939,Surgical,2020-04-20,1000,14,1079,0.83,0.9964601844096438
DEV_6662,Therapeutic,2020-04-22,927,11,1000,0.83,1.0110950506542258
DEV_580,Diagnostic,2020-04-25,959,18,1004,0.86,1.0534770905508821
DEV_7055,Diagnostic,2020-04-25,930,10,977,0.72,1.0298787249408263
DEV_5237,Monitoring,2020-04-25,889,11,944,0.72,0.9975323104104133
DEV_4682,Surgical,2020-04-27,966,10,997,0.72,1.0841953236154367
DEV_782,Monitoring,2020-04-27,922,17,954,0.82,1.0813202368214236
DEV_8239,Therapeutic,2020-04-28,941,19,977,0.88,1.0616443225782548
DEV_423,Diagnostic,2020-04-28,1015,7,1054,0.92,1.0517561329050726
DEV_3307,Diagnostic,2020-04-29,963,28,1002,0.99,1.0090797556632496
DEV_7002,Therapeutic,2020-04-30,996,3,1039,0.94,1.0668728646658936
DEV_5472,Therapeutic,2020-05-07,980,5,1044,0.7,1.030388233801572
DEV_1317,Diagnostic,2020-05-08,1037,8,1067,0.76,1.0163590569863623
DEV_7045,Diagnostic,2020-05-08,885,21,922,0.98,1.0562779248325858
DEV_8310,Diagnostic,2020-05-11,1043,15,1120,0.97,1.0575483372039827
DEV_8806,Therapeutic,2020-05-13,950,17,997,0.95,1.0671437202429517
DEV_6168,Therapeutic,2020-05-13,844,27,875,0.82,0.9987225659854656
DEV_3032,Therapeutic,2020-05-14,1061,15,1083,0.88,1.0768492599602886
DEV_2057,Diagnostic,2020-05-14,923,19,979,0.99,1.0392478599094968
DEV_56,Therapeutic,2020-05-15,941,16,982,0.97,1.0426197048012078
DEV_2658,Therapeutic,2020-05-15,911,6,939,0.71,1.025980067521724
DEV_345,Monitoring,2020-05-17,923,9,993,0.79,1.0128810068385343
DEV_7823,Monitoring,2020-05-18,963,9,995,0.92,1.029475995954164
DEV_5529,Diagnostic,2020-05-18,1033,3,1081,0.78,1.0610180749931035
DEV_2359,Diagnostic,2020-05-19,1041,26,1062,0.8,1.0602352416590375
DEV_4958,Surgical,2020-05-19,880,19,901,0.92,1.0479191684936253
DEV_7506,Therapeutic,2020-05-19,1029,9,1107,0.94,1.0502373456828633
DEV_2702,Monitoring,2020-05-20,975,10,1002,0.88,0.9996295065657999
DEV_6077,Diagnostic,2020-05-20,995,8,1019,0.9,1.0432542253627521
DEV_1216,Surgical,2020-05-20,1048,12,1110,0.85,0.9827132463450549
DEV_6167,Diagnostic,2020-05-21,985,9,1063,0.96,1.0670359547274557
DEV_5120,Diagnostic,2020-05-22,963,23,983,0.91,1.0371015357320539
DEV_2111,Therapeutic,2020-05-23,914,23,977,0.82,0.98466835615108
DEV_4545,Surgical,2020-05-24,968,14,1039,0.78,1.0144039261355362
DEV_228,Diagnostic,2020-05-27,985,26,1052,0.71,1.0337598755769224
DEV_5450,Monitoring,2020-05-27,975,22,1034,0.87,0.9849801505682745
DEV_1838,Therapeutic,2020-05-27,1048,18,1112,0.75,1.01318694573312
DEV_2870,Monitoring,2020-05-29,1001,20,1040,0.98,1.0514551251634257
DEV_6585,Therapeutic,2020-05-29,1074,3,1135,0.79,1.0031747795417272
DEV_366,Monitoring,2020-05-30,908,22,927,0.77,0.9993078108581437
DEV_5197,Diagnostic,2020-05-31,935,25,983,0.81,1.0123343031919163
DEV_41,Monitoring,2020-06-01,927,16,974,0.96,1.0124151221085786
DEV_4761,Monitoring,2020-06-02,1008,5,1066,0.74,1.038738380598799
DEV_1011,Surgical,2020-06-04,943,18,974,0.83,0.9757702669596946
DEV_6594,Surgical,2020-06-04,926,8,982,0.87,0.9769068715791792
DEV_5856,Therapeutic,2020-06-05,920,20,949,0.78,0.9834350002765018
DEV_2716,Monitoring,2020-06-05,972,17,996,0.99,0.9691179998137847
DEV_1848,Therapeutic,2020-06-08,985,24,1037,0.8,1.0557699312837325
DEV_1796,Diagnostic,2020-06-08,995,14,1046,0.76,0.9916209471403761
DEV_3529,Therapeutic,2020-06-08,983,15,1028,0.79,1.0368877090690487
DEV_2229,Surgical,2020-06-08,873,29,896,0.88,0.984810445148904
DEV_3950,Monitoring,2020-06-09,1004,17,1032,0.83,1.0189123552771755
DEV_3102,Surgical,2020-06-11,884,24,941,0.97,0.9911183265232543
DEV_2390,Diagnostic,2020-06-11,1020,16,1101,0.9,1.0371095744578167
DEV_6459,Therapeutic,2020-06-14,920,3,939,0.95,1.0462120217816955
DEV_3107,Diagnostic,2020-06-16,1045,25,1081,0.83,0.9934261151562103
DEV_3623,Therapeutic,2020-06-20,996,6,1031,0.9,1.0412627891579944
DEV_7668,Surgical,2020-06-22,873,21,934,0.97,0.971123320095935
DEV_2913,Diagnostic,2020-06-23,919,16,962,0.78,0.9568381132105551
DEV_4569,Therapeutic,2020-06-25,943,29,1007,0.72,0.9742325747104713
DEV_2735,Therapeutic,2020-06-25,1020,17,1080,0.92,1.0363988775775508
DEV_6340,Diagnostic,2020-06-27,1033,19,1061,0.77,1.042795237203975
DEV_4936,Surgical,2020-06-27,926,25,979,0.99,1.04484895243294
DEV_2546,Surgical,2020-06-28,931,22,988,0.97,0.9543764719409641
DEV_5747,Surgical,2020-06-28,954,12,994,0.78,0.9858570633037782
DEV_4514,Monitoring,2020-06-29,988,21,1023,0.84,0.9901051929186232
DEV_5112,Monitoring,2020-06-29,1024,27,1094,0.76,0.9747666014876682
DEV_6143,Therapeutic,2020-07-01,935,24,1008,0.82,0.9888205749659729
DEV_7922,Monitoring,2020-07-03,843,21,882,0.92,0.957478964863217
DEV_3080,Monitoring,2020-07-05,1006,11,1042,0.92,1.0250796254825043
DEV_4560,Diagnostic,2020-07-05,939,4,978,1.0,1.0089539548651068
DEV_5011,Surgical,2020-07-07,1005,23,1045,0.73,0.9705542094041195
DEV_468,Surgical,2020-07-08,966,8,1030,0.89,1.0023033853400578
DEV_1238,Therapeutic,2020-07-09,987,14,1017,0.91,1.0224459580492622
DEV_676,Surgical,2020-07-11,862,4,910,0.92,0.9589118505493831
DEV_7063,Therapeutic,2020-07-11,946,20,1013,1.0,0.998292701988978
DEV_3722,Monitoring,2020-07-11,930,29,984,0.71,0.989635517359183
DEV_7531,Diagnostic,2020-07-12,1090,14,1136,0.79,1.032354074396194
DEV_8666,Diagnostic,2020-07-12,910,16,972,0.93,0.9853865600954652
DEV_6331,Diagnostic,2020-07-14,925,11,978,0.93,0.9667946272796013
DEV_7877,Surgical,2020-07-15,901,13,957,0.89,0.9966087777438257
DEV_3066,Diagnostic,2020-07-18,1000,4,1058,0.98,1.0303990131615817
DEV_9882,Monitoring,2020-07-18,930,29,951,0.86,0.9816168055952919
DEV_9586,Diagnostic,2020-07-19,903,27,956,0.75,0.9724302747632994
DEV_8919,Therapeutic,2020-07-21,1052,13,1130,0.78,1.0206282823373594
DEV_6721,Therapeutic,2020-07-21,976,22,1049,0.98,0.9841128519946988
DEV_8429,Diagnostic,2020-07-22,1081,15,1109,0.93,0.9946584365443281
DEV_8684,Monitoring,2020-07-23,968,13,1032,0.88,0.9752091793024086
DEV_8577,Surgical,2020-07-26,960,5,1015,0.71,0.9711759743167152
DEV_8731,Monitoring,2020-07-27,1002,13,1032,0.72,1.0086561893119055
DEV_1381,Diagnostic,2020-07-27,968,17,1040,0.92,0.9670766395298858
DEV_4791,Surgical,2020-07-27,1023,16,1082,0.7,0.9961831241037401
DEV_2433,Diagnostic,2020-07-28,933,22,1000,0.89,0.9738803266642877
DEV_1220,Monitoring,2020-07-29,941,9,966,1.0,0.9350234502310182
DEV_2430,Monitoring,2020-07-30,904,4,948,0.93,0.9552391417914011
DEV_7201,Diagnostic,2020-07-30,878,26,904,0.74,0.9955390044851467
DEV_145,Therapeutic,2020-07-31,973,13,993,0.97,1.0093484756715823
DEV_5620,Therapeutic,2020-07-31,923,14,965,0.85,0.9695696881306805
DEV_1107,Surgical,2020-08-01,1010,12,1054,0.93,0.9821741343922125
DEV_9502,Surgical,2020-08-02,874,7,926,0.81,0.9424006546867114
DEV_7041,Diagnostic,2020-08-02,919,23,952,0.77,0.9818483906957305
DEV_5342,Therapeutic,2020-08-02,1040,24,1091,0.83,1.013357850152649
DEV_2070,Monitoring,2020-08-04,1006,16,1028,0.98,1.009522457743893
DEV_6293,Diagnostic,2020-08-05,870,19,928,0.88,0.9550676597005773
DEV_9785,Surgical,2020-08-05,947,7,982,0.79,0.949315448739441
DEV_1029,Surgical,2020-08-05,905,28,925,0.77,0.9647178153733078
DEV_7263,Diagnostic,2020-08-05,866,7,926,0.81,0.9204699471876139
DEV_808,Surgical,2020-08-05,896,8,925,0.95,0.9228439923279359
DEV_4926,Diagnostic,2020-08-05,954,12,974,0.92,0.9454605918773374
DEV_7105,Diagnostic,2020-08-06,890,24,914,0.79,0.9558654734054021
DEV_4495,Therapeutic,2020-08-06,995,21,1066,0.99,1.0087246237027307
DEV_9296,Monitoring,2020-08-07,972,10,1008,0.99,0.9512657815268252
DEV_4515,Monitoring,2020-08-07,945,4,972,0.76,0.9158591323976513
DEV_5394,Surgical,2020-08-07,989,11,1056,0.89,0.9421497999751791
DEV_9972,Therapeutic,2020-08-07,935,11,1000,0.88,0.9379641961716869
DEV_5154,Surgical,2020-08-07,961,13,980,0.84,0.9822023709872572
DEV_7844,Diagnostic,2020-08-08,972,18,1016,0.72,0.9629954266911852
DEV_8353,Diagnostic,2020-08-09,929,12,986,0.7,0.9889013164268292
DEV_5124,Diagnostic,2020-08-09,951,26,998,0.81,0.9849079618420625
DEV_8407,Diagnostic,2020-08-10,964,16,1019,0.9,0.9663110830326657
DEV_3205,Monitoring,2020-08-10,925,19,951,0.82,0.9552997121717983
DEV_9113,Diagnostic,2020-08-12,967,28,1026,0.71,0.9727510051662035
DEV_569,Monitoring,2020-08-12,925,9,971,0.71,0.9258170362641917
DEV_2411,Monitoring,2020-08-15,906,20,947,0.81,0.9261014667659682
DEV_9695,Surgical,2020-08-16,866,21,895,0.75,0.9517076777108155
DEV_3748,Therapeutic,2020-08-16,963,3,1007,0.88,0.9507303808997839
DEV_5702,Surgical,2020-08-19,1016,7,1065,0.78,0.9976831994292719
DEV_1139,Therapeutic,2020-08-22,860,17,916,0.92,0.9252961459254015
DEV_5986,Monitoring,2020-08-23,862,3,926,0.73,0.9249716023338622
DEV_6159,Monitoring,2020-08-23,935,5,969,0.9,0.9538376707797916
DEV_1847,Therapeutic,2020-08-24,892,12,915,0.87,0.915280540056118
DEV_1795,Therapeutic,2020-08-24,935,22,991,0.71,0.9768363623573914
DEV_2097,Diagnostic,2020-08-24,878,25,912,0.98,0.9289137851525102
DEV_9833,Diagnostic,2020-08-25,1038,18,1063,0.98,0.9905537905268155
DEV_2224,Surgical,2020-08-26,968,5,1023,0.85,0.9864057227191285
DEV_8654,Monitoring,2020-08-26,924,24,966,0.74,0.9051308103468942
DEV_1629,Monitoring,2020-08-26,969,28,1005,0.71,0.9991959977863435
DEV_9116,Surgical,2020-08-26,888,15,914,0.87,0.9239757956689449
DEV_9925,Monitoring,2020-08-26,913,6,933,0.87,0.9476690744082096
DEV_735,Diagnostic,2020-08-27,992,3,1028,0.77,0.9345898871034366
DEV_722,Monitoring,2020-08-27,992,27,1023,0.97,0.9211032886652688
DEV_4994,Surgical,2020-08-30,987,16,1020,0.73,0.9301001698590777
DEV_2583,Diagnostic,2020-08-31,913,29,966,0.98,0.9459229815553589
DEV_5753,Monitoring,2020-08-31,954,11,999,0.9,0.9786976942829314
DEV_5687,Surgical,2020-09-01,967,9,1011,0.83,0.9517468059223185
DEV_6263,Monitoring,2020-09-01,928,26,957,0.83,0.9508062642747716
DEV_1751,Therapeutic,2020-09-01,933,3,989,0.97,0.9021481307666012
DEV_1779,Therapeutic,2020-09-02,969,19,1033,0.72,0.9558927588788717
DEV_4535,Surgical,2020-09-03,940,11,995,0.81,0.9425155686856469
DEV_2830,Surgical,2020-09-03,1004,15,1042,0.86,0.9376549972493207
DEV_4916,Diagnostic,2020-09-05,940,11,986,0.9,0.9322071664357795
DEV_4534,Surgical,2020-09-06,994,20,1066,0.78,0.9606231364442128
DEV_6855,Therapeutic,2020-09-08,1008,18,1045,0.72,0.9411667815494813
DEV_9579,Surgical,2020-09-09,1008,19,1046,0.95,0.9261442343185847
DEV_6336,Surgical,2020-09-12,905,22,969,0.73,0.9207450849911724
DEV_2730,Surgical,2020-09-13,1015,22,1059,0.97,0.933424116571932
DEV_7520,Therapeutic,2020-09-13,919,17,943,0.77,0.9040234227690067
DEV_7818,Diagnostic,2020-09-14,975,7,1001,0.9,0.9707930058060312
DEV_9032,Therapeutic,2020-09-14,965,23,1006,0.95,0.9368666563130084
DEV_488,Therapeutic,2020-09-15,951,8,1011,0.91,0.9398862596192067
DEV_8576,Therapeutic,2020-09-16,983,29,1017,0.84,0.9670621441878375
DEV_211,Monitoring,2020-09-16,1022,27,1061,0.83,0.9178321642539211
DEV_8152,Diagnostic,2020-09-17,916,3,957,0.77,0.9570130855056594
DEV_4744,Surgical,2020-09-17,886,17,953,0.93,0.9539652991796619
DEV_7569,Surgical,2020-09-18,955,15,987,0.97,0.9803332659730135
DEV_1489,Surgical,2020-09-19,924,20,994,0.91,0.9041006767321709
DEV_3125,Surgical,2020-09-19,988,25,1026,0.71,0.9264670948398976
DEV_3687,Surgical,2020-09-21,1026,9,1066,0.72,0.9228124435421722
DEV_411,Monitoring,2020-09-24,986,10,1052,0.77,0.9282766160312941
DEV_6048,Monitoring,2020-09-24,974,16,1011,0.82,0.962683824502554
DEV_8088,Monitoring,2020-09-25,1030,19,1067,0.73,0.9758540315221144
DEV_5805,Surgical,2020-09-26,978,13,1044,0.83,0.9974853774176033
DEV_8080,Surgical,2020-09-27,906,22,969,0.98,0.9882749219590271
DEV_8846,Diagnostic,2020-09-29,1011,28,1034,0.99,0.932637958174036
DEV_8723,Monitoring,2020-09-30,1020,29,1074,0.94,1.0011418954775473
DEV_6329,Surgical,2020-09-30,991,19,1048,0.77,0.9538408094766527
DEV_9321,Surgical,2020-10-01,968,6,1005,0.94,0.9375281791910857
DEV_3285,Surgical,2020-10-01,994,10,1019,0.83,0.9254293524586286
DEV_9692,Monitoring,2020-10-02,965,8,989,0.72,0.9203993115727941
DEV_219,Therapeutic,2020-10-04,1161,25,1186,0.73,1.002408628069883
DEV_9684,Monitoring,2020-10-04,1001,20,1048,0.98,0.9069516176880075
DEV_204,Surgical,2020-10-05,903,18,958,0.88,0.9440758343297568
DEV_1273,Monitoring,2020-10-06,960,6,1000,0.74,0.9707743141627391
DEV_8694,Therapeutic,2020-10-07,1089,25,1135,0.76,1.0028172525287355
DEV_1155,Therapeutic,2020-10-10,895,15,946,0.74,0.9126313353436353
DEV_1691,Diagnostic,2020-10-11,896,7,927,0.98,0.9397791773182874
DEV_110,Monitoring,2020-10-13,1023,10,1052,0.87,0.9643412668566254
DEV_9414,Diagnostic,2020-10-14,968,28,1020,0.89,0.9989311663965988
DEV_695,Diagnostic,2020-10-14,993,16,1054,0.81,0.9200927745483755
DEV_4527,Surgical,2020-10-15,967,17,986,0.77,0.9647226794872006
DEV_6962,Diagnostic,2020-10-15,1041,10,1062,0.83,0.9823741754577318
DEV_2559,Therapeutic,2020-10-16,1077,22,1145,0.98,1.0072480177622205
DEV_5904,Monitoring,2020-10-16,926,15,997,0.84,0.9404532433736268
DEV_6511,Therapeutic,2020-10-19,910,15,960,0.76,0.9144582041908309
DEV_7758,Monitoring,2020-10-21,1034,19,1096,0.87,0.9832421751049994
DEV_6073,Diagnostic,2020-10-21,1050,18,1116,0.83,1.0029473477511537
DEV_2900,Diagnostic,2020-10-22,1022,19,1050,0.7,0.9871008117119578
DEV_9124,Surgical,2020-10-22,1102,16,1175,0.7,0.9669719171276709
DEV_5296,Therapeutic,2020-10-25,985,14,1031,0.87,0.9237757641210488
DEV_9079,Monitoring,2020-10-25,972,29,1005,0.77,0.9932994272230345
DEV_1324,Diagnostic,2020-10-27,942,3,1007,0.87,0.9991233254697831
DEV_1509,Therapeutic,2020-10-27,987,14,1031,0.81,0.9605074129974098
DEV_6368,Monitoring,2020-10-28,914,22,976,0.78,0.9576284036705998
DEV_3922,Monitoring,2020-10-28,1047,15,1119,0.98,0.9925975845655616
DEV_18,Therapeutic,2020-10-29,944,5,971,0.8,0.9879597348735036
DEV_5649,Therapeutic,2020-10-29,1057,21,1099,0.76,0.9783618184026752
DEV_5622,Diagnostic,2020-10-30,1000,6,1034,0.89,0.9934990365767734
DEV_599,Therapeutic,2020-11-02,968,16,1029,0.87,1.014403465412047
DEV_8417,Therapeutic,2020-11-03,1133,24,1177,0.95,1.0177541580439846
DEV_9904,Surgical,2020-11-03,1004,8,1026,0.84,0.9449512421264449
DEV_9136,Surgical,2020-11-04,926,14,979,0.93,0.9543656449109642
DEV_3236,Diagnostic,2020-11-06,994,17,1025,0.92,0.9308113775604325
DEV_1184,Therapeutic,2020-11-06,942,29,993,0.82,0.924353907601077
DEV_4271,Diagnostic,2020-11-07,994,16,1053,0.88,0.9617281341682691
DEV_9104,Monitoring,2020-11-08,1002,5,1040,0.7,1.0115695787950492
DEV_6245,Therapeutic,2020-11-09,1005,13,1034,0.82,0.9564552494392694
DEV_896,Therapeutic,2020-11-10,1035,15,1081,0.83,0.9619381773869208
DEV_7930,Surgical,2020-11-12,967,24,1044,0.85,0.9456479728644034
DEV_2978,Surgical,2020-11-12,1040,15,1102,0.93,0.9913396277570474
DEV_4946,Diagnostic,2020-11-15,957,8,1000,0.97,0.9469562846696102
DEV_3350,Monitoring,2020-11-16,1023,8,1090,0.85,0.9723973373773123
DEV_5059,Monitoring,2020-11-16,1046,13,1127,0.84,1.012034752980829
DEV_6490,Diagnostic,2020-11-17,982,20,1051,0.96,1.0217865303358353
DEV_3152,Diagnostic,2020-11-20,981,16,1012,0.8,0.9528240590606739
DEV_1692,Diagnostic,2020-11-20,1029,27,1065,0.72,0.9507764184533939
DEV_9934,Therapeutic,2020-11-20,1021,28,1049,0.99,0.958872520099231
DEV_3770,Therapeutic,2020-11-21,958,10,995,0.91,0.9926795343189906
DEV_8110,Monitoring,2020-11-23,978,13,1006,0.95,0.9356418965607027
DEV_4492,Surgical,2020-11-24,1043,19,1105,0.72,0.979090493556806
DEV_5721,Diagnostic,2020-11-25,1080,14,1109,0.97,0.9957397376206489
DEV_7234,Monitoring,2020-11-25,1043,10,1098,0.95,0.9531649742222889
DEV_6516,Surgical,2020-11-25,970,19,1018,0.92,0.9681611614485272
DEV_7471,Diagnostic,2020-11-30,1083,9,1145,0.92,1.0074999607733661
DEV_7257,Diagnostic,2020-12-03,1086,6,1126,0.78,1.0141973015982155
DEV_1806,Monitoring,2020-12-03,1053,25,1083,0.8,1.0096020586860377
DEV_4160,Surgical,2020-12-04,980,7,1046,0.91,0.9744292696124766
DEV_1945,Surgical,2020-12-05,1080,13,1149,0.94,1.016375211543357
DEV_479,Surgical,2020-12-06,1051,15,1109,0.94,1.024566719992959
DEV_1460,Monitoring,2020-12-06,1086,19,1144,0.89,1.0436189729494185
DEV_7314,Surgical,2020-12-09,1132,23,1173,0.81,1.0104488586962261
DEV_2971,Therapeutic,2020-12-10,957,21,978,0.99,0.9971304311360657
DEV_4216,Monitoring,2020-12-10,1021,7,1101,0.83,0.9594489663528057
DEV_8383,Therapeutic,2020-12-10,1094,10,1134,0.99,1.04101834965186
DEV_719,Therapeutic,2020-12-10,960,20,985,0.73,0.9491515061980589
DEV_1713,Surgical,2020-12-11,1119,10,1165,0.75,1.0146101799678804
DEV_1917,Therapeutic,2020-12-11,1019,29,1040,0.9,0.9767801796568087
DEV_968,Diagnostic,2020-12-11,1032,16,1081,0.9,1.0171486246381871
DEV_7831,Therapeutic,2020-12-12,1138,4,1211,0.82,0.989949288847322
DEV_6094,Surgical,2020-12-12,1063,13,1121,0.9,1.0021036112630488
DEV_1942,Therapeutic,2020-12-15,1003,13,1057,0.77,0.9623480067589233
DEV_2027,Monitoring,2020-12-15,966,8,1003,0.78,1.0151665754534536
DEV_3382,Therapeutic,2020-12-15,1117,13,1202,0.97,1.0127440723210608
DEV_5921,Surgical,2020-12-16,1012,17,1084,0.9,0.9568635701448776
DEV_7449,Therapeutic,2020-12-16,1007,20,1083,0.74,0.9716799961636421
DEV_5557,Surgical,2020-12-17,1076,27,1154,0.82,0.9957828608077717
DEV_802,Diagnostic,2020-12-17,991,6,1069,0.92,0.9895113757577783
DEV_6772,Therapeutic,2020-12-18,1018,11,1044,0.98,1.0140166107079864
DEV_7008,Surgical,2020-12-18,1063,22,1123,0.79,0.9776026005390188
DEV_7574,Surgical,2020-12-19,1093,14,1155,0.79,0.9993406681904582
DEV_8566,Diagnostic,2020-12-21,1100,5,1168,0.78,1.0258632441449989
DEV_2762,Surgical,2020-12-24,1062,7,1131,0.76,0.9782024080281208
DEV_5489,Diagnostic,2020-12-24,1058,17,1093,0.79,1.0605893410640068
DEV_5352,Monitoring,2020-12-25,1064,18,1129,0.91,1.0086467254536242
DEV_8713,Therapeutic,2020-12-25,1144,11,1214,0.89,1.039119748946807
DEV_8626,Monitoring,2020-12-25,1061,22,1090,0.74,1.0067058945655245
DEV_5081,Therapeutic,2020-12-27,959,23,998,0.94,0.9879491812840682
DEV_626,Diagnostic,2020-12-29,1003,14,1069,0.75,1.0247325989618794
DEV_3379,Diagnostic,2020-12-31,1057,5,1120,0.77,1.004207334657206
DEV_1092,Monitoring,2020-12-31,1184,21,1210,0.8,1.0269623884827626
DEV_1305,Diagnostic,2021-01-01,985,14,1062,0.92,0.9831448686099837
