Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor,Year,Month,Day,Weekday,Quarter,Device_Type_Monitoring,Device_Type_Surgical,Device_Type_Therapeutic
1475,17,1565,0.91,0.9741227276928738,2023,12,6,5,4,0.0,0.0,0.0
1592,6,1672,0.7,0.9810652802590872,2023,12,7,6,4,0.0,0.0,0.0
1516,7,1581,0.76,0.9401147580218594,2023,12,8,7,4,0.0,1.0,0.0
1537,11,1627,0.99,0.963882328543978,2023,12,10,2,4,0.0,0.0,1.0
1598,9,1684,0.95,0.9810787430551124,2023,12,11,3,4,0.0,0.0,0.0
1526,13,1616,0.82,0.9974420070416148,2023,12,11,3,4,0.0,0.0,0.0
1734,14,1812,0.83,1.0257242916378928,2023,12,16,1,4,1.0,0.0,0.0
1569,6,1626,0.83,0.9995668726935438,2023,12,17,2,4,0.0,1.0,0.0
1634,21,1711,0.84,1.032932518614595,2023,12,19,4,4,0.0,1.0,0.0
1463,8,1532,0.92,0.962947091270394,2023,12,19,4,4,0.0,0.0,0.0
1645,18,1736,0.84,1.0239027382768944,2023,12,20,5,4,0.0,1.0,0.0
1705,12,1837,0.82,1.004161990723077,2023,12,20,5,4,0.0,0.0,1.0
1547,4,1591,0.87,1.004261559297054,2023,12,21,6,4,1.0,0.0,0.0
1548,15,1586,0.98,0.941259823557404,2023,12,22,7,4,0.0,0.0,1.0
1572,21,1686,0.85,0.9543513399522529,2023,12,22,7,4,0.0,1.0,0.0
1600,9,1659,0.94,0.946091601929018,2023,12,24,2,4,0.0,1.0,0.0
1644,3,1762,0.82,1.0164792403271734,2023,12,25,3,4,0.0,0.0,0.0
1675,25,1796,0.77,1.0113454284219123,2023,12,26,4,4,0.0,1.0,0.0
1434,8,1478,0.83,0.9740887367871168,2023,12,27,5,4,0.0,1.0,0.0
1541,13,1592,0.87,0.9948892443980076,2023,12,27,5,4,0.0,1.0,0.0
1527,9,1587,0.93,0.951511028158697,2024,1,1,3,1,1.0,0.0,0.0
1627,8,1718,0.89,1.0238035784856752,2024,1,3,5,1,0.0,0.0,0.0
1597,10,1689,0.87,1.0095565595319445,2024,1,6,1,1,0.0,0.0,1.0
1702,10,1751,0.78,1.0170237255775405,2024,1,6,1,1,1.0,0.0,0.0
1621,14,1732,0.72,0.9660105283398592,2024,1,6,1,1,0.0,1.0,0.0
1585,26,1656,0.98,0.9679093191900036,2024,1,7,2,1,1.0,0.0,0.0
1601,17,1644,0.82,0.9829700680172458,2024,1,8,3,1,0.0,0.0,1.0
1667,14,1755,0.89,1.0484395413155452,2024,1,10,5,1,1.0,0.0,0.0
1516,8,1603,0.91,0.9735716774877332,2024,1,13,1,1,0.0,0.0,0.0
1487,25,1600,0.85,0.964514910179159,2024,1,14,2,1,1.0,0.0,0.0
1634,27,1699,0.91,1.0092280989106304,2024,1,15,3,1,0.0,0.0,1.0
1468,4,1503,0.7,0.960519088782897,2024,1,16,4,1,0.0,0.0,1.0
1594,25,1683,0.87,0.9701782450258446,2024,1,18,6,1,1.0,0.0,0.0
1749,10,1885,0.73,1.0565612439815246,2024,1,20,1,1,0.0,0.0,0.0
1633,24,1739,0.83,1.0246275335390584,2024,1,21,2,1,0.0,0.0,1.0
1611,9,1738,0.86,1.0256189761800802,2024,1,21,2,1,0.0,0.0,0.0
1568,25,1675,0.72,1.0245157502018012,2024,1,22,3,1,0.0,0.0,1.0
1597,23,1663,0.73,0.9895913568808836,2024,1,22,3,1,0.0,0.0,1.0
1503,5,1555,0.77,0.9853472178650348,2024,1,25,6,1,0.0,1.0,0.0
1648,17,1709,0.89,1.0376461456432835,2024,1,26,7,1,0.0,1.0,0.0
1571,13,1658,0.92,1.033602910782765,2024,1,27,1,1,0.0,0.0,0.0
1605,12,1685,0.91,0.9933488372515812,2024,1,27,1,1,0.0,1.0,0.0
1683,8,1789,0.79,1.0159447278094111,2024,1,28,2,1,0.0,1.0,0.0
1790,8,1856,0.91,1.064709116783668,2024,1,28,2,1,0.0,1.0,0.0
1654,16,1773,0.93,0.9972926681992816,2024,1,30,4,1,0.0,0.0,0.0
1807,12,1938,0.9,1.062659586593546,2024,2,3,1,1,0.0,1.0,0.0
1660,26,1722,0.96,1.0263138002919092,2024,2,3,1,1,1.0,0.0,0.0
1636,8,1732,0.9,1.0189824035130255,2024,2,3,1,1,0.0,0.0,0.0
1741,24,1823,0.91,1.046133855685236,2024,2,5,3,1,0.0,0.0,1.0
1764,3,1873,0.95,1.0376032263992738,2024,2,7,5,1,0.0,0.0,1.0
1611,16,1730,0.99,1.0133450476196963,2024,2,7,5,1,0.0,1.0,0.0
1682,26,1770,0.98,1.0401433130658226,2024,2,10,1,1,0.0,0.0,1.0
1622,27,1724,0.75,1.0208303730800217,2024,2,12,3,1,0.0,0.0,1.0
1790,5,1873,0.9,1.032503904928582,2024,2,12,3,1,0.0,1.0,0.0
1595,18,1661,0.7,1.048711809670393,2024,2,12,3,1,0.0,1.0,0.0
1844,27,1911,0.88,1.0695005139463398,2024,2,12,3,1,1.0,0.0,0.0
1530,27,1607,0.79,0.978313200858584,2024,2,13,4,1,0.0,0.0,1.0
1646,12,1712,0.75,1.0223793067066695,2024,2,15,6,1,1.0,0.0,0.0
1616,24,1721,0.8,1.0197377573653383,2024,2,18,2,1,0.0,1.0,0.0
1712,19,1816,0.82,1.038301748182882,2024,2,20,4,1,0.0,0.0,1.0
1801,17,1901,0.75,1.074657240483062,2024,2,20,4,1,0.0,0.0,1.0
1579,27,1628,0.99,0.9993857722232882,2024,2,21,5,1,1.0,0.0,0.0
1728,7,1835,0.8,1.048176512166895,2024,2,22,6,1,0.0,0.0,0.0
1719,5,1775,0.74,1.0332132818785968,2024,2,22,6,1,1.0,0.0,0.0
1603,11,1676,0.97,1.0117186974490158,2024,2,23,7,1,0.0,0.0,0.0
1567,15,1616,0.91,1.011068878785577,2024,2,25,2,1,1.0,0.0,0.0
1798,21,1940,0.84,1.0820124684021428,2024,2,27,4,1,0.0,0.0,0.0
1740,7,1832,0.72,0.9928383759672966,2024,2,28,5,1,0.0,0.0,1.0
1702,28,1762,0.86,1.0734975708381524,2024,3,1,7,1,0.0,0.0,1.0
1547,22,1584,0.78,1.02041060141058,2024,3,1,7,1,0.0,0.0,1.0
1618,11,1664,0.81,1.0411435418809032,2024,3,6,5,1,0.0,1.0,0.0
1754,17,1852,0.71,1.0736806481670331,2024,3,6,5,1,0.0,0.0,1.0
1695,10,1743,0.86,1.02296648471285,2024,3,6,5,1,0.0,0.0,0.0
1673,16,1722,0.88,1.007016264048395,2024,3,8,7,1,1.0,0.0,0.0
1743,29,1873,0.87,1.0576547233403368,2024,3,8,7,1,0.0,0.0,0.0
1614,14,1684,0.86,1.002156594120673,2024,3,9,1,1,0.0,0.0,0.0
1687,25,1768,0.93,1.0420253089362486,2024,3,10,2,1,0.0,0.0,0.0
1725,15,1777,0.86,1.063553850323854,2024,3,11,3,1,0.0,0.0,0.0
1655,24,1778,0.79,1.008353183702283,2024,3,11,3,1,0.0,0.0,0.0
1628,28,1741,0.77,1.0314380531725926,2024,3,11,3,1,0.0,1.0,0.0
1702,9,1763,0.83,1.0821131912135742,2024,3,12,4,1,0.0,1.0,0.0
1774,7,1859,0.75,1.0767212007917215,2024,3,12,4,1,1.0,0.0,0.0
1594,28,1674,0.77,1.0478880948703044,2024,3,12,4,1,0.0,0.0,1.0
1742,26,1819,0.97,1.0669112840182344,2024,3,13,5,1,0.0,0.0,1.0
1770,18,1852,0.7,1.083217384702562,2024,3,13,5,1,0.0,0.0,0.0
1668,7,1780,0.81,1.0482125178416786,2024,3,18,3,1,0.0,0.0,0.0
1649,16,1766,0.79,1.0135066989337322,2024,3,18,3,1,0.0,0.0,1.0
1739,13,1858,0.78,1.041095451092461,2024,3,18,3,1,1.0,0.0,0.0
1781,15,1914,0.92,1.051578907375648,2024,3,19,4,1,0.0,0.0,1.0
1746,12,1814,0.93,1.0788700538668887,2024,3,19,4,1,0.0,1.0,0.0
1654,3,1722,0.81,1.0670544187230513,2024,3,21,6,1,0.0,0.0,1.0
1646,17,1693,0.89,1.0613300765622655,2024,3,21,6,1,1.0,0.0,0.0
1727,25,1764,0.73,1.046591225626964,2024,3,22,7,1,1.0,0.0,0.0
1778,14,1849,0.8,1.0944766842126208,2024,3,23,1,1,0.0,1.0,0.0
1678,4,1793,0.97,1.0192465728529898,2024,3,24,2,1,0.0,0.0,1.0
1728,24,1862,0.74,1.0674711517200934,2024,3,26,4,1,0.0,0.0,1.0
1778,28,1836,1.0,1.0964323638375724,2024,3,26,4,1,0.0,0.0,0.0
1739,12,1859,0.91,1.0620473580186045,2024,3,26,4,1,0.0,0.0,0.0
1807,25,1934,0.7,1.0563494530266726,2024,3,29,7,1,0.0,0.0,0.0
1749,4,1846,1.0,1.0609098264585952,2024,3,30,1,1,0.0,0.0,1.0
1737,11,1835,0.9,1.074907922931432,2024,3,30,1,1,0.0,0.0,1.0
1674,16,1726,0.87,1.036070145292784,2024,4,1,3,2,1.0,0.0,0.0
1678,27,1756,0.89,1.033876040097947,2024,4,1,3,2,1.0,0.0,0.0
1606,21,1706,0.79,1.0027730310710987,2024,4,2,4,2,1.0,0.0,0.0
1581,10,1684,0.91,1.0043634882146515,2024,4,2,4,2,0.0,0.0,1.0
1788,3,1859,0.78,1.0848498366974322,2024,4,2,4,2,0.0,0.0,1.0
1580,28,1666,0.71,1.0230360806815957,2024,4,3,5,2,0.0,0.0,1.0
1627,10,1711,0.84,1.0022757262609787,2024,4,4,6,2,0.0,0.0,1.0
1794,3,1865,0.76,1.0814484893090173,2024,4,4,6,2,0.0,0.0,0.0
1730,22,1831,0.78,1.0504002357446878,2024,4,4,6,2,0.0,1.0,0.0
1643,15,1718,0.96,1.0098062179270086,2024,4,6,1,2,0.0,0.0,1.0
1715,9,1827,0.85,1.0152995800721445,2024,4,7,2,2,0.0,1.0,0.0
1940,20,2003,0.8,1.09420437508784,2024,4,7,2,2,0.0,1.0,0.0
1676,5,1759,0.8,1.0224528448096653,2024,4,8,3,2,0.0,1.0,0.0
1829,29,1964,0.79,1.0630004897665906,2024,4,10,5,2,0.0,0.0,1.0
1747,5,1864,0.73,1.0911222809082315,2024,4,10,5,2,0.0,0.0,0.0
1781,12,1871,0.79,1.0991446802709368,2024,4,10,5,2,0.0,0.0,0.0
1668,23,1703,0.79,1.000363222174901,2024,4,11,6,2,1.0,0.0,0.0
1658,5,1754,0.9,1.0352904730972396,2024,4,11,6,2,0.0,0.0,0.0
1718,21,1851,0.77,1.0071722073322684,2024,4,12,7,2,0.0,1.0,0.0
1646,5,1729,0.93,1.03331802846625,2024,4,12,7,2,0.0,1.0,0.0
1805,14,1882,0.9,1.0438926103428692,2024,4,15,3,2,0.0,0.0,0.0
1654,20,1701,0.71,1.0343713090973308,2024,4,15,3,2,1.0,0.0,0.0
1759,6,1850,0.88,1.0741869709525067,2024,4,15,3,2,0.0,0.0,1.0
1647,3,1729,0.74,1.0460802948539207,2024,4,15,3,2,0.0,0.0,1.0
1612,23,1725,0.74,1.0279829227096298,2024,4,16,4,2,1.0,0.0,0.0
1651,23,1745,0.96,1.0043392592450715,2024,4,16,4,2,0.0,1.0,0.0
1797,18,1913,0.74,1.0846804041225488,2024,4,17,5,2,1.0,0.0,0.0
1750,7,1832,0.78,1.0486973589578454,2024,4,21,2,2,0.0,0.0,1.0
1759,23,1875,0.95,1.0631603655426662,2024,4,22,3,2,1.0,0.0,0.0
1647,15,1777,0.97,1.009273393394948,2024,4,22,3,2,0.0,1.0,0.0
1722,7,1779,0.79,1.037159683551972,2024,4,22,3,2,1.0,0.0,0.0
1680,24,1764,1.0,1.0858506907116727,2024,4,23,4,2,0.0,0.0,0.0
1600,28,1694,0.98,1.021807177374399,2024,4,23,4,2,0.0,0.0,0.0
1661,18,1788,0.93,1.01289010034537,2024,4,25,6,2,1.0,0.0,0.0
1769,22,1887,0.85,1.0249057894678462,2024,4,28,2,2,0.0,0.0,1.0
1701,5,1770,0.88,1.0158875737971775,2024,4,30,4,2,0.0,0.0,1.0
1730,5,1794,0.97,1.062558377491854,2024,4,30,4,2,0.0,0.0,0.0
1804,8,1878,0.92,1.0588404030319252,2024,5,3,7,2,1.0,0.0,0.0
1894,12,2003,0.98,1.0819817276447934,2024,5,3,7,2,0.0,0.0,0.0
1693,23,1735,0.72,1.0151122490570352,2024,5,5,2,2,0.0,0.0,1.0
1809,18,1907,0.96,1.0808047438427757,2024,5,6,3,2,0.0,1.0,0.0
1666,9,1736,0.85,1.0810582439133611,2024,5,6,3,2,0.0,1.0,0.0
1691,20,1767,0.89,1.0324075896927951,2024,5,7,4,2,0.0,0.0,0.0
1763,20,1881,0.97,1.0911831531607412,2024,5,9,6,2,0.0,0.0,0.0
1698,15,1796,0.98,1.0372735242296431,2024,5,10,7,2,0.0,0.0,0.0
1782,3,1884,0.81,1.0163353884002084,2024,5,11,1,2,0.0,1.0,0.0
1600,16,1674,0.89,1.035453503256593,2024,5,11,1,2,0.0,1.0,0.0
1636,16,1722,0.97,1.0181051455322814,2024,5,13,3,2,0.0,0.0,1.0
1699,29,1807,0.93,1.0001286237233278,2024,5,16,6,2,1.0,0.0,0.0
1846,7,1927,0.82,1.0832046451881507,2024,5,17,7,2,0.0,0.0,0.0
1694,21,1760,1.0,1.011920837706331,2024,5,18,1,2,0.0,0.0,1.0
1734,21,1818,0.94,1.0525043170396884,2024,5,19,2,2,0.0,0.0,0.0
1778,23,1815,0.92,1.0771471739523162,2024,5,20,3,2,0.0,0.0,0.0
1770,29,1829,0.81,1.0629805334943834,2024,5,22,5,2,0.0,0.0,0.0
1782,9,1822,0.83,1.032989885978256,2024,5,24,7,2,0.0,1.0,0.0
1654,7,1696,0.8,1.0751721255072382,2024,5,24,7,2,0.0,0.0,1.0
1659,18,1753,0.84,0.9965381880599362,2024,5,26,2,2,0.0,0.0,0.0
1820,20,1952,0.93,1.0745717887234174,2024,5,26,2,2,1.0,0.0,0.0
1712,17,1808,0.89,1.0221435107065655,2024,5,27,3,2,0.0,1.0,0.0
1549,17,1588,0.96,0.9894722582564616,2024,5,27,3,2,0.0,0.0,1.0
1665,29,1711,0.79,0.9952852995108143,2024,5,28,4,2,0.0,1.0,0.0
1792,9,1923,0.8,1.0641437785317505,2024,5,29,5,2,1.0,0.0,0.0
1696,17,1774,0.71,1.0432539954009292,2024,5,30,6,2,0.0,0.0,0.0
1868,13,1949,0.87,1.064480492521413,2024,6,1,1,2,1.0,0.0,0.0
1652,25,1718,0.82,1.043957760509487,2024,6,1,1,2,1.0,0.0,0.0
1700,24,1779,0.9,0.9990400137535912,2024,6,2,2,2,0.0,1.0,0.0
1813,18,1943,0.81,1.0425279360101083,2024,6,5,5,2,0.0,0.0,1.0
1696,14,1815,0.8,1.0259098600576118,2024,6,5,5,2,1.0,0.0,0.0
1769,14,1833,0.97,1.0386056322479975,2024,6,6,6,2,1.0,0.0,0.0
1664,13,1782,0.78,0.9983629937622416,2024,6,7,7,2,1.0,0.0,0.0
1792,21,1926,0.75,1.0379008374141447,2024,6,12,5,2,0.0,0.0,0.0
1776,12,1896,0.77,1.0487901170216176,2024,6,13,6,2,0.0,1.0,0.0
1822,15,1867,0.77,1.0211591959779986,2024,6,13,6,2,1.0,0.0,0.0
1715,15,1763,0.77,0.9903252682683696,2024,6,14,7,2,0.0,1.0,0.0
1616,21,1727,0.76,0.9920430274057578,2024,6,15,1,2,0.0,0.0,0.0
1751,10,1860,0.75,1.0607783428485604,2024,6,16,2,2,1.0,0.0,0.0
1617,17,1718,0.73,1.020962575949467,2024,6,18,4,2,0.0,0.0,1.0
1671,13,1788,0.9,1.0342570176059118,2024,6,20,6,2,1.0,0.0,0.0
1812,5,1942,0.84,1.0405883437126824,2024,6,21,7,2,0.0,1.0,0.0
1673,27,1764,0.97,0.9835279341297763,2024,6,22,1,2,0.0,1.0,0.0
1725,24,1809,0.89,1.0658086392517616,2024,6,22,1,2,1.0,0.0,0.0
1827,10,1908,0.76,1.0621952745192589,2024,6,23,2,2,0.0,0.0,0.0
1738,27,1804,0.87,1.0031595867878988,2024,6,23,2,2,1.0,0.0,0.0
1702,24,1771,0.78,1.0346164255103012,2024,6,24,3,2,1.0,0.0,0.0
1785,7,1871,0.83,1.0623689309024618,2024,6,24,3,2,0.0,1.0,0.0
1750,16,1845,0.92,1.0592819434206473,2024,6,25,4,2,0.0,0.0,1.0
1632,9,1733,0.95,0.9900202402020296,2024,6,26,5,2,0.0,1.0,0.0
1732,13,1847,0.81,1.0190745351837365,2024,6,26,5,2,1.0,0.0,0.0
1651,28,1686,0.78,1.0341068136771885,2024,6,27,6,2,1.0,0.0,0.0
1800,29,1922,0.95,1.0398436934659965,2024,6,28,7,2,0.0,0.0,0.0
1605,21,1681,0.78,0.9791451266641296,2024,6,29,1,2,0.0,1.0,0.0
1691,13,1749,0.89,1.0078916044648285,2024,6,30,2,2,0.0,0.0,0.0
1792,27,1912,0.72,1.0517635067974271,2024,6,30,2,2,0.0,0.0,1.0
1694,3,1764,0.83,0.9785465403435104,2024,6,30,2,2,0.0,0.0,1.0
1695,4,1805,0.99,0.9908866596371638,2024,6,30,2,2,0.0,0.0,0.0
1609,5,1689,0.83,0.9674119886661622,2024,7,1,3,3,0.0,0.0,0.0
1691,29,1783,0.82,1.024284739705374,2024,7,2,4,3,0.0,0.0,0.0
1718,20,1756,0.99,1.054008752811447,2024,7,4,6,3,0.0,0.0,1.0
1719,23,1783,0.82,1.024559994122892,2024,7,5,7,3,0.0,0.0,1.0
1712,27,1759,0.77,1.0558170852366149,2024,7,5,7,3,0.0,0.0,1.0
1741,3,1862,0.72,0.9929450220092724,2024,7,5,7,3,1.0,0.0,0.0
1793,25,1929,0.96,0.9854560765991868,2024,7,7,2,3,0.0,0.0,1.0
1577,28,1648,1.0,0.9660656568423952,2024,7,7,2,3,0.0,1.0,0.0
1733,12,1841,0.93,1.0063434559019615,2024,7,7,2,3,0.0,1.0,0.0
1576,4,1635,0.99,0.9598043874682872,2024,7,10,5,3,0.0,0.0,1.0
1601,15,1715,0.91,0.9515039569199432,2024,7,11,6,3,0.0,0.0,0.0
1684,18,1733,0.74,0.9949384835055114,2024,7,12,7,3,0.0,0.0,0.0
1631,25,1740,0.91,0.9659535176995996,2024,7,15,3,3,0.0,1.0,0.0
1532,23,1616,0.81,0.9506553896089488,2024,7,17,5,3,1.0,0.0,0.0
1664,17,1736,0.98,0.9783744155783534,2024,7,17,5,3,0.0,1.0,0.0
1730,11,1770,1.0,1.016344971148222,2024,7,18,6,3,0.0,1.0,0.0
1536,25,1645,0.76,0.9497693332219426,2024,7,19,7,3,0.0,0.0,1.0
1693,21,1740,0.98,0.9742588918812112,2024,7,19,7,3,1.0,0.0,0.0
1613,27,1649,0.89,0.9754930946705428,2024,7,22,3,3,0.0,0.0,0.0
1660,10,1742,0.72,0.9789538002953786,2024,7,23,4,3,0.0,1.0,0.0
1714,21,1760,0.98,1.0251015075273209,2024,7,25,6,3,1.0,0.0,0.0
1708,11,1750,0.87,1.0124838282023627,2024,7,25,6,3,0.0,0.0,0.0
1563,23,1675,0.71,0.9412058151971656,2024,7,26,7,3,1.0,0.0,0.0
1612,10,1687,0.76,0.9644076828891092,2024,7,26,7,3,0.0,1.0,0.0
1683,9,1738,0.94,1.0111938118375905,2024,7,27,1,3,1.0,0.0,0.0
1640,3,1733,0.91,0.9637188955365232,2024,7,28,2,3,1.0,0.0,0.0
1743,16,1830,0.73,0.99998828381489,2024,7,29,3,3,1.0,0.0,0.0
1666,25,1729,0.71,0.9671202712790072,2024,7,29,3,3,0.0,0.0,0.0
1685,12,1817,0.8,0.9859843741110688,2024,7,30,4,3,0.0,0.0,0.0
1793,14,1832,1.0,0.9983116418001844,2024,7,30,4,3,0.0,1.0,0.0
1618,10,1713,0.86,0.9481613893893592,2024,8,3,1,3,0.0,0.0,0.0
1679,11,1745,0.81,1.0008788341591983,2024,8,4,2,3,1.0,0.0,0.0
1782,4,1885,0.8,1.031801377828638,2024,8,4,2,3,1.0,0.0,0.0
1629,27,1697,0.9,1.0074617103073455,2024,8,4,2,3,0.0,0.0,1.0
1506,10,1563,0.77,0.954164115629184,2024,8,6,4,3,0.0,0.0,1.0
1763,5,1840,0.8,1.0024393184630789,2024,8,7,5,3,0.0,1.0,0.0
1696,23,1768,0.85,0.940411776537752,2024,8,10,1,3,1.0,0.0,0.0
1690,20,1759,0.93,0.9864847419150604,2024,8,10,1,3,0.0,1.0,0.0
1587,21,1669,0.85,0.92889679807674,2024,8,10,1,3,0.0,0.0,1.0
1766,10,1820,0.75,1.015433698873668,2024,8,12,3,3,0.0,0.0,0.0
1665,25,1726,0.89,0.9815164941049,2024,8,12,3,3,0.0,0.0,1.0
1708,8,1815,1.0,1.017901912305024,2024,8,12,3,3,0.0,0.0,0.0
1862,29,1926,0.73,1.0202033209127217,2024,8,12,3,3,0.0,0.0,1.0
1604,7,1683,0.73,0.9466518468926725,2024,8,12,3,3,0.0,0.0,1.0
1700,11,1814,0.8,1.009215896269152,2024,8,12,3,3,1.0,0.0,0.0
1661,19,1783,0.77,0.9858679382165608,2024,8,12,3,3,0.0,0.0,1.0
1738,6,1797,0.93,1.0172034070562554,2024,8,13,4,3,1.0,0.0,0.0
1778,26,1917,0.73,1.011992860551228,2024,8,13,4,3,0.0,0.0,0.0
1650,11,1723,0.74,0.97081522760257,2024,8,14,5,3,0.0,0.0,0.0
1528,5,1640,0.88,0.9411887920712868,2024,8,15,6,3,1.0,0.0,0.0
1550,16,1673,1.0,0.934428859726491,2024,8,15,6,3,0.0,0.0,0.0
1674,24,1759,0.88,0.931753380019782,2024,8,16,7,3,1.0,0.0,0.0
1575,3,1628,0.84,0.921249468123513,2024,8,16,7,3,0.0,0.0,0.0
1720,17,1826,0.76,0.9869781395728144,2024,8,16,7,3,0.0,0.0,0.0
1555,24,1670,0.83,0.918479011187642,2024,8,18,2,3,0.0,1.0,0.0
1623,22,1747,0.73,0.929317126158845,2024,8,19,3,3,0.0,0.0,1.0
1686,15,1765,1.0,0.9948651384648706,2024,8,19,3,3,0.0,1.0,0.0
1622,22,1689,0.84,0.945122945856941,2024,8,20,4,3,0.0,0.0,0.0
1608,13,1706,0.86,0.9420745751994402,2024,8,20,4,3,1.0,0.0,0.0
1633,29,1762,0.9,0.9621730882774788,2024,8,23,7,3,0.0,0.0,0.0
1717,12,1753,0.9,0.9831311081354026,2024,8,24,1,3,0.0,0.0,1.0
1628,3,1712,0.98,0.9420640475937168,2024,8,25,2,3,0.0,0.0,1.0
1569,28,1658,0.72,0.9218424931659928,2024,8,25,2,3,0.0,0.0,0.0
1601,9,1636,0.79,0.9319490813983352,2024,8,25,2,3,1.0,0.0,0.0
1636,5,1672,0.84,0.9337378441104904,2024,8,26,3,3,0.0,0.0,0.0
1747,26,1852,0.8,1.0028362892944442,2024,8,26,3,3,0.0,0.0,0.0
1566,14,1606,0.77,0.9170918034122656,2024,8,27,4,3,1.0,0.0,0.0
1635,6,1668,0.86,0.9537936178855216,2024,8,28,5,3,0.0,0.0,1.0
1684,19,1812,0.97,0.9309468764481365,2024,8,28,5,3,0.0,0.0,0.0
1684,4,1814,0.87,0.9662327226039542,2024,8,29,6,3,0.0,1.0,0.0
1526,19,1559,0.76,0.9134485183909336,2024,8,29,6,3,1.0,0.0,0.0
1613,24,1659,0.87,0.9711147417715608,2024,8,30,7,3,0.0,0.0,0.0
1685,6,1817,0.73,0.95327270851729,2024,8,30,7,3,1.0,0.0,0.0
1623,28,1736,0.73,0.9797889200982868,2024,8,31,1,3,0.0,0.0,0.0
1697,15,1742,0.72,0.9710783887089272,2024,9,2,3,3,0.0,1.0,0.0
1625,11,1728,0.96,0.9699916099526752,2024,9,2,3,3,1.0,0.0,0.0
1691,21,1735,1.0,0.967016724418287,2024,9,4,5,3,0.0,0.0,1.0
1619,27,1656,0.72,0.9295113409046272,2024,9,5,6,3,0.0,0.0,1.0
1763,15,1800,0.73,0.9906130325273368,2024,9,6,7,3,1.0,0.0,0.0
1678,18,1809,0.98,0.9954142997333,2024,9,6,7,3,1.0,0.0,0.0
1536,10,1654,0.73,0.915244996304642,2024,9,7,1,3,0.0,0.0,0.0
1603,11,1693,0.79,0.9109997655860164,2024,9,9,3,3,0.0,1.0,0.0
1632,25,1714,0.75,0.94509539840041,2024,9,12,6,3,0.0,1.0,0.0
1580,10,1696,0.88,0.909851840393232,2024,9,12,6,3,1.0,0.0,0.0
1615,4,1695,0.93,0.9784525310967634,2024,9,12,6,3,0.0,0.0,0.0
1734,8,1783,0.97,0.966634565188424,2024,9,17,4,3,0.0,0.0,0.0
1594,8,1673,0.73,0.96401670310011,2024,9,18,5,3,0.0,1.0,0.0
1600,4,1712,0.9,0.9263884710831266,2024,9,19,6,3,0.0,0.0,1.0
1670,11,1790,0.95,0.9979081687584276,2024,9,22,2,3,0.0,0.0,0.0
1614,19,1664,0.78,0.9531097681726226,2024,9,25,5,3,0.0,0.0,1.0
1604,29,1658,0.82,0.9231751693461584,2024,9,26,6,3,0.0,0.0,0.0
1714,24,1768,0.87,0.9718133144113296,2024,9,26,6,3,0.0,0.0,1.0
1608,3,1646,0.96,0.9140083073054596,2024,9,29,2,3,0.0,0.0,1.0
1749,21,1799,0.79,0.9857525769638747,2024,9,30,3,3,0.0,0.0,0.0
1612,12,1720,0.71,0.9164707506128198,2024,10,1,4,4,1.0,0.0,0.0
1702,25,1778,0.76,0.971669534370659,2024,10,2,5,4,0.0,1.0,0.0
1757,20,1836,0.71,0.9994444866303916,2024,10,6,2,4,0.0,0.0,0.0
1595,4,1640,0.95,0.965799583543068,2024,10,7,3,4,0.0,1.0,0.0
1685,29,1748,0.99,0.992759901718351,2024,10,9,5,4,0.0,0.0,1.0
1605,28,1668,0.88,0.926706227079734,2024,10,10,6,4,0.0,1.0,0.0
1603,7,1725,0.95,0.9114608714080472,2024,10,13,2,4,0.0,0.0,0.0
1593,12,1712,0.97,0.9006494133504575,2024,10,14,3,4,0.0,0.0,0.0
1674,27,1803,0.92,0.9622081736351438,2024,10,14,3,4,0.0,1.0,0.0
1574,14,1622,0.7,0.9258589691135736,2024,10,15,4,4,0.0,1.0,0.0
1551,14,1644,0.82,0.902086613461098,2024,10,17,6,4,0.0,0.0,1.0
1750,10,1879,0.8,0.9841383698785966,2024,10,18,7,4,1.0,0.0,0.0
1707,14,1791,0.92,0.9659311328203144,2024,10,20,2,4,0.0,0.0,1.0
1643,20,1729,0.83,0.9293512361754168,2024,10,22,4,4,1.0,0.0,0.0
1614,9,1717,0.7,0.9763965326770626,2024,10,22,4,4,1.0,0.0,0.0
1679,17,1787,0.89,0.9414220628635696,2024,10,22,4,4,0.0,0.0,1.0
1600,18,1632,0.71,0.9518480431530644,2024,10,22,4,4,0.0,0.0,1.0
1733,25,1816,0.81,0.9650153109141087,2024,10,23,5,4,1.0,0.0,0.0
1640,22,1764,0.72,0.9387972712548308,2024,10,24,6,4,0.0,1.0,0.0
1633,3,1699,0.85,0.9840094126413772,2024,10,26,1,4,0.0,1.0,0.0
1586,3,1700,0.98,0.9089336436664762,2024,10,28,3,4,0.0,0.0,1.0
1582,8,1698,0.86,0.9027053696822956,2024,10,29,4,4,1.0,0.0,0.0
1607,5,1684,0.9,0.9431307089404156,2024,11,1,7,4,0.0,1.0,0.0
1715,14,1775,0.87,0.9280933263479244,2024,11,4,3,4,0.0,0.0,0.0
1706,19,1759,0.97,0.9601863903643684,2024,11,5,4,4,0.0,0.0,0.0
1611,20,1721,0.72,0.9395947339449408,2024,11,5,4,4,0.0,0.0,1.0
1574,19,1680,0.95,0.9365633853644968,2024,11,5,4,4,1.0,0.0,0.0
